	PD_whole_tree	chao1	observed_otus
7242A.518519	7.81789	151.111111111	60.0
7242B.518626	9.28847	242.0	108.0
7250.518632	34.53066	1547.60344828	967.0
7251.518620	32.331	1422.28358209	862.0
7265.518485	51.8952	1989.56976744	1115.0
7267.518468	16.88168	622.5	359.0
7284.518415	14.29113	479.022222222	272.0
7287.518604	16.21477	535.926829268	267.0
7295.518416	16.2823	697.1	353.0
7298.518487	21.72734	768.75862069	394.0
7313.518451	27.72202	934.12345679	499.0
7325.518490	12.34745	430.791666667	181.0
7347.518482	9.90927	236.12	131.0
7352.518512	5.82387	190.0	45.0
7355.518516	21.38463	649.515625	357.0
7356.518615	27.95167	1293.5	542.0
7360.518446	13.19152	379.214285714	169.0
7361.518432	14.05996	470.666666667	239.0
7365.518636	32.86613	1080.57142857	544.0
7385.518529	15.78781	342.0	194.0
7429.518443	17.92008	732.12244898	326.0
7454.518419	10.47082	212.2	102.0
7584.518542	19.97953	638.611111111	320.0
7594.518572	11.20252	344.9	211.0
7610.518590	15.57759	590.024390244	256.0
7614.518614	10.6313	379.111111111	173.0
7615.518480	10.44805	284.111111111	155.0
7621.518630	26.21589	962.5625	520.0
7624.518453	17.92315	708.837209302	330.0
7632.518526	17.22206	534.170212766	290.0
7646.518523	3.98187	49.0	19.0
7662.518467	25.58359	744.868421053	425.0
7664.518599	31.38116	1285.65625	620.0
7749.518424	14.02547	534.56	302.0
7775.518537	20.52095	928.022222222	373.0
7844.518483	38.59876	1606.26923077	857.0
7847.518410	40.68489	2088.25641026	997.0
7848.518594	44.20864	2038.49668874	957.0
7855.518447	42.36976	1918.37931034	911.0
7858.518581	31.59671	918.327272727	553.0
7859.518618	26.85982	1060.66666667	518.0
7860.518628	34.70719	1373.57575758	766.0
7861.518583	41.72326	1686.40555556	985.0
7862.518458	40.06466	1780.28571429	949.0
7870.518457	38.98733	1624.23529412	831.0
7871.518452	8.29762	197.055555556	92.0
7879.518469	40.41576	1609.25862069	788.0
7899.518560	34.52137	1516.08403361	741.0
7904.518600	33.81034	1370.76470588	733.0
7906.518589	37.40362	1664.61146497	889.0
7908.518449	36.67135	1615.97159091	910.0
7909.518566	28.08987	1083.24193548	480.0
7910.518536	42.12311	1794.97340426	1038.0
7911.518610	35.07132	1586.28467153	839.0
7912.518472	45.85226	1900.85106383	1020.0
