#SampleID	elderly	young
EM091.441686	0.901734104046243	0.0982658959537572
EM092.441616	0.963917525773196	0.0360824742268041
EM093.441602	0.931937172774869	0.0680628272251309
EM093.T3.441670	0.994652406417112	0.0053475935828877
EM094.441640	0.959798994974874	0.0402010050251256
EM094.T3.441588	0.976744186046512	0.0232558139534884
EM095.441717	0.994413407821229	0.00558659217877095
EM095.T3.441590	0.962790697674419	0.0372093023255814
EM096.441706	0.967391304347826	0.0326086956521739
EM098.441733	0.994594594594595	0.00540540540540541
EM098.T3.441740	0.988826815642458	0.0111731843575419
EM099.441708	0.972067039106145	0.0279329608938547
EM100.441714	0.972826086956522	0.0271739130434783
EM100.T3.441627	0.950276243093923	0.0497237569060773
EM101.441623	0.951612903225806	0.0483870967741935
EM102.441633	0.993827160493827	0.00617283950617284
EM103.441691	0.983425414364641	0.0165745856353591
EM105.441629	0.967213114754098	0.0327868852459016
EM106.441745	0.994413407821229	0.00558659217877095
EM107.441620	0.943502824858757	0.0564971751412429
EM108.441694	0.983516483516483	0.0164835164835165
EM109.441669	0.994047619047619	0.00595238095238095
EM110.441723	0.994871794871795	0.00512820512820513
EM111.441634	0.989304812834225	0.0106951871657754
EM112.441630	0.966480446927374	0.0335195530726257
EM113.441619	0.941798941798942	0.0582010582010582
EM114.441710	0.995	0.005
EM115.441641	0.978947368421053	0.0210526315789474
EM116.441657	0.959183673469388	0.0408163265306122
EM117.441609	0.95679012345679	0.0432098765432099
EM118.441693	0.938202247191011	0.0617977528089888
EM122.441699	0.958762886597938	0.0412371134020619
EM123.441687	0.945652173913043	0.0543478260869565
EM124.441697	0.869047619047619	0.130952380952381
EM125.441659	0.952631578947368	0.0473684210526316
EM126.441679	0.984375	0.015625
EM129.441689	0.988372093023256	0.0116279069767442
EM130.441701	0.99	0.01
EM131.441591	0.989189189189189	0.0108108108108108
EM132.441696	0.977653631284916	0.0223463687150838
EM133.441663	0.989473684210526	0.0105263157894737
EM134.441735	0.994505494505495	0.00549450549450549
EM135.441660	0.984615384615385	0.0153846153846154
EM136.441650	0.980519480519481	0.0194805194805195
EM137.441680	0.968421052631579	0.0315789473684211
EM138.441753	0.883838383838384	0.116161616161616
EM139.441611	0.983870967741935	0.0161290322580645
EM140.441608	0.977272727272727	0.0227272727272727
EM141.441684	0.990521327014218	0.00947867298578199
EM142.441711	0.984375	0.015625
EM144.441736	0.96969696969697	0.0303030303030303
EM145.441690	0.94047619047619	0.0595238095238095
EM146.441718	0.967741935483871	0.032258064516129
EM147.441617	1	0
EM148.441631	0.940540540540541	0.0594594594594595
EM149.441655	0.939226519337017	0.0607734806629834
EM150.441648	0.964285714285714	0.0357142857142857
EM151.441595	0.989528795811518	0.0104712041884817
EM152.441730	0.931578947368421	0.068421052631579
EM155.441678	0.94	0.06
EM156.441613	0.968152866242038	0.0318471337579618
EM158.441731	0.967213114754098	0.0327868852459016
EM159.441719	0.989637305699482	0.0103626943005181
EM160.441703	0.955801104972376	0.0441988950276243
EM161.441598	1	0
EM162.441728	0.984615384615385	0.0153846153846154
EM163.441642	0.938461538461538	0.0615384615384615
EM165.441597	1	0
EM166.441748	0.994475138121547	0.00552486187845304
EM167.441702	0.988950276243094	0.0110497237569061
EM168.441668	0.994475138121547	0.00552486187845304
EM169.441653	0.988439306358382	0.0115606936416185
EM170.441651	0.994818652849741	0.00518134715025907
EM173.441754	0.994152046783626	0.00584795321637427
EM174.441652	0.979166666666667	0.0208333333333333
EM178.441705	0.978378378378378	0.0216216216216216
EM179.441612	0.982857142857143	0.0171428571428571
EM180.441692	0.968085106382979	0.0319148936170213
EM182.441681	0.984126984126984	0.0158730158730159
EM183.441654	0.990049751243781	0.00995024875621891
EM209.441665	0.976744186046512	0.0232558139534884
EM222.441725	0.962765957446808	0.0372340425531915
EMC01.441661	0.587570621468927	0.412429378531073
EMC02.441750	0.828877005347594	0.171122994652406
EMC03.441713	0.830508474576271	0.169491525423729
EMC04.441704	0.494318181818182	0.505681818181818
EMC05.441628	0.690355329949239	0.309644670050761
EMC06.441610	0.674033149171271	0.325966850828729
EMC07.441636	0.817733990147783	0.182266009852217
EMC08.441752	0.768817204301075	0.231182795698925
EMC09.441635	0.666666666666667	0.333333333333333
