	PD_whole_tree	chao1	observed_otus
121199.1246159	24.67539	1025.21052632	651.0
121200.1246461	26.62722	1040.92592593	569.0
121201.1247061	21.77903	876.692307692	489.0
121212.1246767	29.54295	1168.0326087	674.0
121213.1246142	28.1027	1187.86666667	745.0
121214.1246862	1.32887	3.0	2.0
121215.1247158	33.31835	1124.17391304	705.0
121216.1247056	34.6747	1303.33950617	823.0
121217.1246974	16.4501	571.2	410.0
121218.1246965	30.08831	1118.89261745	716.0
121219.1247140	27.81364	1152.5	658.0
121279.1246886	41.95776	2001.3125	1037.0
121280.1246751	25.6925	1133.5	664.0
121281.1246713	17.40572	514.762711864	377.0
121282.1246224	37.5257	1516.56849315	873.0
121283.1246600	20.66676	764.647058824	445.0
121284.1246668	41.12742	1832.68062827	1082.0
121285.1246733	27.14732	1153.60273973	711.0
121307.1246550	33.56693	1320.57936508	767.0
121308.1246337	24.13545	948.590163934	494.0
121309.1246542	43.60944	2033.9	1042.0
121310.1247096	41.11995	1914.99337748	969.0
121311.1246878	14.47181	466.622641509	301.0
121312.1246929	24.44154	965.702702703	493.0
121313.1246613	42.11727	1717.5	969.0
121314.1247259	6.73103	179.647058824	124.0
121385.1246584	34.13197	1469.07407407	848.0
121386.1246649	18.02451	648.5	389.0
121387.1247113	13.21957	510.15	294.0
121388.1246171	8.97189	280.5	165.0
121389.1246126	45.80314	1818.12162162	1002.0
121390.1247365	6.62976	120.363636364	53.0
121398.1247197	39.94607	1699.46818182	1079.0
121400.1246372	52.22363	2160.04845815	1228.0
121401.1247192	51.51626	2237.11413043	1211.0
121402.1247186	34.7199	1324.50769231	735.0
121403.1247087	45.43184	1853.8	1054.0
121404.1246695	25.56784	947.727272727	490.0
121405.1246611	27.00774	1126.28378378	508.0
121420.1247325	10.02684	283.903225806	166.0
121421.1246406	13.42503	455.466666667	272.0
121422.1246561	13.52261	443.909090909	303.0
121423.1246854	24.87004	845.78313253	534.0
121444.1246866	27.29011	1129.796875	721.0
121445.1247271	26.37519	1056.49367089	515.0
121446.1246612	45.97287	2138.30921053	1026.0
121447.1246283	37.94535	1545.94936709	954.0
121448.1246595	31.55524	1202.71428571	648.0
121449.1246322	19.30085	800.929577465	446.0
121450.1246156	30.08883	1341.80555556	668.0
121451.1246659	21.0235	812.02173913	353.0
121452.1247003	10.01624	344.774193548	235.0
121454.1246786	23.38073	901.246575342	531.0
121455.1246836	33.68647	1497.26704545	913.0
121456.1246221	5.34905	124.3	54.0
121457.1247318	21.75425	843.908045977	517.0
121461.1247420	35.97308	1336.18181818	818.0
121463.1246219	28.00066	1325.75206612	740.0
121464.1246138	22.9021	786.991735537	575.0
121465.1246414	18.03763	554.4375	309.0
121466.1247362	25.47011	1113.85840708	665.0
121467.1246327	23.74506	971.205882353	580.0
121468.1247263	9.33157	257.607142857	139.0
121469.1246137	25.44807	1142.21052632	588.0
121470.1246944	28.73583	1382.62831858	694.0
121471.1246191	19.25173	810.882352941	364.0
121473.1247472	14.46935	437.090909091	206.0
121474.1246486	16.1398	485.666666667	254.0
121475.1246242	13.88251	523.518518519	285.0
121476.1246989	11.74375	509.15	164.0
121477.1246644	10.7285	312.675675676	192.0
121478.1246295	23.06231	988.244186047	484.0
121479.1247255	6.1279	182.0	88.0
121480.1247162	11.19206	362.78125	172.0
121482.1247262	31.64663	1354.38888889	535.0
121488.1246443	27.59188	930.0	559.0
121492.1246983	8.21672	236.483870968	163.0
121493.1247335	9.55672	284.142857143	159.0
121495.1246143	18.54925	687.30952381	308.0
121496.1246759	11.38759	352.171428571	205.0
121497.1246842	7.38144	200.260869565	107.0
121498.1246290	39.10711	1465.13483146	673.0
