	SRR515153	SRR518987	SRR521172	SRR521173	SRR521174	SRR521175	SRR521176	SRR521177	SRR521178	SRR521179	SRR521180	SRR521181	SRR521182	SRR521183	SRR521184	SRR521185	SRR521186	SRR521187	SRR521188	SRR521189	SRR521190	SRR521191	SRR521192	SRR521193	SRR521194	SRR521195	SRR521196	SRR521197	SRR521198	SRR521199	SRR521200	SRR521201	SRR521202	SRR521203	SRR521204	SRR521205	SRR521206	SRR521207	SRR521208	SRR521209	SRR521211	SRR521212	SRR521213	SRR521214	SRR521215	SRR521216	SRR521217	SRR521219	SRR521220	SRR521221	SRR521222	SRR521223	SRR521224	SRR521225	SRR521226	SRR521227	SRR521229	SRR521230	SRR521231	SRR521232	SRR521233	SRR521234	SRR521235	SRR521236	SRR521237	SRR521238	SRR521239	SRR521240	SRR521241	SRR521242	SRR521243	SRR521244	SRR521245	SRR521246	SRR521247	SRR521248	SRR521249	SRR521250	SRR521252	SRR521253	SRR521254	SRR521255	SRR521256	SRR521257	SRR521258	SRR521259	SRR521260	SRR521261	SRR521262	SRR521263	SRR521264	SRR521265
SRR521241	0.25289712	0.24941223	0.29952479	0.39088553	0.22550647	0.37372263	0.40271256	0.25854727	0.31360236	0.23944985	0.40767812	0.59433645	0.34294881	0.29122738	0.25252346	0.31128465	0.26953581	0.21879186	0.34886536	0.47503778	0.35562585	0.42406167	0.21099146	0.29683735	0.22396248	0.34380652	0.35359273	0.35018894	0.36570346	0.35451341	0.29984823	0.16641031	0.145443	0.30972556	0.1303068	0.48385137	0.14684506	0.47940864	0.11494412	0.11637862	0.32407953	0.35313984	0.51867742	0.309905	0.43766331	0.06999134	0.20756442	0.36706728	0.45429054	0.40862908	0.35926807	0.1229366	0.15216773	0.44591858	0.46010418	0.49269935	0.17279372	0.38672402	0.15603161	0.11933539	0.32517763	0.17552274	0.26705431	0.06948993	0.1149105	0.17771065	0.13031602	0.2093751	0.0	0.15752535	0.12371501	0.16917405	0.11417164	0.10161626	0.05527503	0.14175628	0.28031669	0.23525667	0.33237724	0.09808034	0.17265134	0.14505565	0.0979534	0.07072579	0.13318991	0.16770499	0.16044204	0.13977576	0.11972771	0.14083021	0.13106353	0.15273956
SRR521242	0.23141917	0.23038208	0.2751602	0.36990192	0.23896304	0.3496721	0.37820107	0.23896864	0.28979293	0.22548126	0.38378333	0.571522	0.3197824	0.27470403	0.25703661	0.2935276	0.25391178	0.22254583	0.33107907	0.45225689	0.33199482	0.40156864	0.26373389	0.28236774	0.21645253	0.31670431	0.33184818	0.33351587	0.33989603	0.33054376	0.28481462	0.2701872	0.25264723	0.28395231	0.22373603	0.45744892	0.24931795	0.45835625	0.20646051	0.20831971	0.300588	0.32748847	0.49031135	0.28552199	0.41236546	0.14643233	0.31042449	0.34192485	0.42267569	0.38385943	0.333423	0.21064929	0.25610762	0.42277749	0.43635567	0.4637627	0.26934525	0.30374099	0.25665512	0.20345186	0.21029932	0.26554255	0.18617306	0.17069934	0.22391113	0.2785692	0.22224231	0.30577017	0.15752535	0.0	0.21918286	0.2653102	0.20085129	0.15629401	0.17144004	0.25166079	0.15704902	0.23383044	0.25390597	0.18712959	0.14039621	0.10053768	0.18973801	0.17905834	0.24556232	0.2657137	0.26334121	0.23934997	0.2182082	0.13509158	0.14594952	0.24368863
SRR521243	0.22881381	0.22924924	0.27165928	0.36894292	0.20500338	0.35070374	0.38321611	0.23267658	0.28916943	0.21749388	0.38944475	0.58972886	0.32246412	0.26597793	0.23074167	0.29520726	0.24894822	0.19615927	0.32754451	0.46080953	0.33528186	0.40742158	0.19040627	0.2720233	0.19826557	0.32293269	0.3278951	0.33369241	0.34451791	0.3329154	0.28149568	0.10860348	0.10830597	0.28940127	0.09951409	0.46374374	0.12565821	0.46656839	0.09718035	0.09151985	0.32195526	0.33237129	0.50086865	0.29040489	0.43454096	0.12325081	0.13855863	0.35699429	0.43253983	0.39608545	0.3361414	0.09180219	0.12345484	0.44358375	0.42945233	0.47292354	0.10674115	0.43028341	0.12079442	0.10863296	0.39419814	0.14515163	0.3089367	0.11428066	0.10481355	0.12793016	0.07014427	0.13820345	0.12371501	0.21918286	0.0	0.10924222	0.11339591	0.13637163	0.11782436	0.10824827	0.33923578	0.21493888	0.38110169	0.06341689	0.23048113	0.1942707	0.11185521	0.11945308	0.12263762	0.10676498	0.11701483	0.11168767	0.09751654	0.18197702	0.20041376	0.09771303
SRR521244	0.28660883	0.2818652	0.33659738	0.43599546	0.2576559	0.40057854	0.43731261	0.28201072	0.33427405	0.26795788	0.43810609	0.65208668	0.37025596	0.32063817	0.27844433	0.33969736	0.29300134	0.25565013	0.38479097	0.51947075	0.38579438	0.47916778	0.23672941	0.3405188	0.26100717	0.37463255	0.3815183	0.38822159	0.39989537	0.3856451	0.33319688	0.05134714	0.07223775	0.33800583	0.08786625	0.5344853	0.07934831	0.54152025	0.09614171	0.09779435	0.38112958	0.39160439	0.57077183	0.35503969	0.49762062	0.16541571	0.07450047	0.41394117	0.49621379	0.45673329	0.39730202	0.09191777	0.0674367	0.50919195	0.50311379	0.54549316	0.06273107	0.49976485	0.0609464	0.12978834	0.44138464	0.10733597	0.3674875	0.16487084	0.10943413	0.06769488	0.09271935	0.06957381	0.16917405	0.2653102	0.10924222	0.0	0.16998699	0.18895105	0.16089666	0.07228497	0.39610032	0.26622658	0.43506327	0.11912403	0.26951451	0.24705188	0.15223345	0.15092478	0.12514784	0.0577961	0.05487055	0.06075621	0.08119068	0.23843748	0.249141	0.07720247
SRR521245	0.21750166	0.22164385	0.26554853	0.35935421	0.19418883	0.33253053	0.37242378	0.22088953	0.26986804	0.20226093	0.36520502	0.55745829	0.30743187	0.25750524	0.21310734	0.27405837	0.23122341	0.16461672	0.31999992	0.44052044	0.31748625	0.39268145	0.17011236	0.26356083	0.19342784	0.31342478	0.31485333	0.31826352	0.3261016	0.32196265	0.27037145	0.15926247	0.1594486	0.24954166	0.15187244	0.44851603	0.16307992	0.45120774	0.14681684	0.13441586	0.29133237	0.30575264	0.4695343	0.26076298	0.40319279	0.13002886	0.19736528	0.32532682	0.40422026	0.36942886	0.30880993	0.14655868	0.17745619	0.42084546	0.42175518	0.46113309	0.1678861	0.40463422	0.16650081	0.12699805	0.35877465	0.17814904	0.27112753	0.08963661	0.14722342	0.18213767	0.13666772	0.19684368	0.11417164	0.20085129	0.11339591	0.16998699	0.0	0.1125195	0.10236907	0.15134756	0.30885737	0.20688393	0.327656	0.11166172	0.18684984	0.14519495	0.07161142	0.11470133	0.15691749	0.16588275	0.17050882	0.1552479	0.14774019	0.15003455	0.15934997	0.14919238
SRR521246	0.2591852	0.26417569	0.30045905	0.39803557	0.23782191	0.37529163	0.4104904	0.25833839	0.3159644	0.24617033	0.4110303	0.60804205	0.34660193	0.30084088	0.258358	0.32028237	0.27774705	0.2020291	0.35906618	0.48087996	0.35935783	0.43034437	0.21794022	0.30878747	0.23261834	0.35053848	0.35444761	0.35991126	0.36364648	0.36222681	0.30835977	0.18246203	0.17171172	0.30528804	0.1433818	0.49020271	0.16487012	0.4895649	0.1377704	0.13123188	0.33519401	0.3488583	0.50818996	0.29904676	0.44922831	0.10159924	0.21991674	0.36049368	0.43780574	0.41706036	0.34500835	0.13346774	0.18229195	0.46259832	0.46257718	0.50383869	0.18297058	0.40019694	0.17558239	0.14474741	0.33839233	0.16346148	0.23301375	0.09588625	0.14920066	0.18520833	0.15553392	0.21849028	0.10161626	0.15629401	0.13637163	0.18895105	0.1125195	0.0	0.09872579	0.15939402	0.28925727	0.24973081	0.29772588	0.12417122	0.19635414	0.12799293	0.09756488	0.11483331	0.14413479	0.18217057	0.17733208	0.17489822	0.16017171	0.16399583	0.17775515	0.1689726
SRR521247	0.25593119	0.25615766	0.298177	0.39216782	0.22649262	0.3742006	0.40503475	0.26069086	0.31661817	0.24481612	0.40743407	0.5950559	0.34516984	0.29102081	0.25610169	0.3135031	0.27127328	0.21517447	0.35090373	0.47475109	0.35817934	0.42307582	0.21422827	0.30328138	0.22920697	0.34506057	0.35462538	0.34928029	0.36564341	0.35656822	0.29786548	0.16224856	0.14349689	0.30781543	0.12801913	0.48489768	0.14154643	0.48253797	0.11719381	0.11751703	0.3295176	0.35161253	0.51377845	0.30560915	0.43949354	0.09048669	0.20182283	0.37114563	0.44938989	0.41134657	0.354192	0.12704711	0.14580452	0.45008343	0.45884183	0.49531518	0.16128905	0.40335807	0.15055246	0.11458644	0.33872084	0.16258727	0.27092722	0.05574536	0.09681981	0.17069726	0.12491431	0.20476589	0.05527503	0.17144004	0.11782436	0.16089666	0.10236907	0.09872579	0.0	0.13909949	0.29510234	0.24282302	0.33469775	0.09625805	0.19006085	0.14540156	0.07850787	0.07067484	0.12467832	0.163865	0.15434581	0.13716229	0.11761064	0.14307498	0.1282563	0.14624639
SRR521248	0.2856963	0.28371447	0.33241571	0.42808005	0.25959681	0.40420231	0.43877202	0.28305809	0.33565606	0.26398919	0.43463618	0.63003687	0.37606125	0.31991018	0.27228374	0.33676009	0.29104801	0.25303898	0.38228394	0.51400986	0.38646987	0.46686707	0.22972842	0.33089253	0.25829296	0.3782692	0.38512583	0.38277196	0.39732246	0.38812665	0.33005321	0.06812921	0.06893116	0.33479854	0.09120874	0.52995491	0.08313358	0.52807654	0.08782782	0.08360412	0.36359951	0.38997714	0.5567884	0.3522121	0.48319497	0.14695196	0.10790878	0.41193276	0.49009992	0.44235902	0.39045561	0.09159778	0.08230085	0.490199	0.49578266	0.53881957	0.08706146	0.490005	0.07385103	0.12566499	0.42979295	0.10759724	0.35427721	0.14167263	0.08835762	0.07285101	0.08748558	0.11326986	0.14175628	0.25166079	0.10824827	0.07228497	0.15134756	0.15939402	0.13909949	0.0	0.38580095	0.26960399	0.4108829	0.1101786	0.24994622	0.22209917	0.13465848	0.13348343	0.08860653	0.08104507	0.06893862	0.07331984	0.07751837	0.22442465	0.22946265	0.07466416
SRR521249	0.29832361	0.30001886	0.2810921	0.31556528	0.33144164	0.31107518	0.32435325	0.3219918	0.32278867	0.31467964	0.33055987	0.51635948	0.28283482	0.31688131	0.35170541	0.28827302	0.31052532	0.31888361	0.29574965	0.39505375	0.29756866	0.34611966	0.35712123	0.30155252	0.30775107	0.28262549	0.29220106	0.29332135	0.30391477	0.2852581	0.31013066	0.39973398	0.37933969	0.29096625	0.35642341	0.4047278	0.37884463	0.40363781	0.33743455	0.34013607	0.25396246	0.29007509	0.43870275	0.29520773	0.35462946	0.27300023	0.43802187	0.29598381	0.37267543	0.32672147	0.30775718	0.34283273	0.38964782	0.36669125	0.38225679	0.41066238	0.39606397	0.22833127	0.39058984	0.32487322	0.1088128	0.39941467	0.1773506	0.28926208	0.34904701	0.41040838	0.34501635	0.43395749	0.28031669	0.15704902	0.33923578	0.39610032	0.30885737	0.28925727	0.29510234	0.38580095	0.0	0.3164328	0.22334219	0.31126817	0.22449209	0.22551418	0.31636403	0.30672374	0.3739645	0.39659486	0.39351637	0.37135691	0.34769322	0.23427378	0.24365052	0.37142841
SRR521250	0.08329911	0.08384948	0.15060322	0.2344813	0.07725396	0.20070124	0.24149517	0.08583386	0.12517323	0.07527156	0.23668265	0.44828864	0.1706708	0.11852123	0.10051477	0.14958742	0.10594678	0.11326451	0.18086949	0.31981977	0.18585602	0.26343664	0.12318417	0.1393098	0.07728939	0.17364563	0.18913654	0.18324875	0.20200297	0.1786533	0.13882994	0.26913386	0.27382221	0.15250783	0.28556257	0.33652548	0.29586135	0.33283745	0.27860061	0.27081467	0.19906194	0.20304387	0.39176973	0.18710821	0.30985246	0.24596755	0.26054521	0.22582123	0.31866567	0.26260315	0.22222744	0.27915299	0.30115974	0.31501305	0.29615125	0.33570922	0.26626755	0.33098819	0.29438872	0.2582077	0.35661104	0.32529361	0.24516858	0.23311564	0.27361389	0.28920032	0.24936821	0.27616683	0.23525667	0.23383044	0.21493888	0.26622658	0.20688393	0.24973081	0.24282302	0.26960399	0.3164328	0.0	0.30563297	0.23820915	0.18209173	0.2293189	0.24567749	0.23778254	0.27611978	0.2707354	0.27059519	0.28340149	0.27430196	0.17399516	0.18928996	0.25024597
SRR521252	0.26453928	0.27821817	0.21874721	0.21127955	0.31745705	0.21564135	0.22106196	0.29158805	0.27775326	0.28841475	0.21516706	0.40109595	0.21341951	0.26890264	0.33054808	0.22015819	0.26525061	0.29772136	0.23567258	0.28318354	0.21899819	0.23785105	0.36023894	0.25450329	0.29715754	0.21208586	0.20496013	0.21566062	0.2223491	0.21969937	0.25024917	0.43215141	0.41976264	0.22542998	0.38569656	0.29968859	0.41743994	0.29647058	0.38569746	0.38095734	0.20514665	0.2050445	0.31024872	0.22497942	0.25536227	0.33611238	0.46504088	0.20184238	0.24878714	0.2248223	0.21712679	0.38234954	0.42534949	0.26935766	0.27213996	0.31041779	0.42610936	0.17437496	0.41975087	0.38385355	0.21049871	0.40416142	0.12048433	0.31937055	0.38938208	0.44141691	0.40138072	0.4632441	0.33237724	0.25390597	0.38110169	0.43506327	0.327656	0.29772588	0.33469775	0.4108829	0.22334219	0.30563297	0.0	0.36423224	0.2640161	0.26105013	0.3348678	0.34717207	0.39915891	0.43025023	0.42999088	0.4165923	0.40433261	0.26527341	0.28523359	0.41364582
SRR521253	0.2507433	0.24884917	0.29772217	0.39399989	0.23278681	0.37485137	0.40790568	0.25961881	0.31569204	0.24077957	0.40702958	0.59902351	0.34630773	0.2932701	0.25455024	0.31629291	0.27070705	0.21718256	0.35472436	0.48329922	0.35992465	0.42595011	0.21317418	0.29595901	0.22282568	0.34839592	0.35497565	0.35604534	0.36857202	0.35749291	0.30978633	0.12240287	0.10767016	0.3065912	0.0987151	0.48165387	0.1182664	0.48172444	0.07790678	0.079227	0.32757389	0.35580176	0.51861058	0.30668744	0.44286627	0.09049724	0.16133746	0.37762638	0.45227688	0.40678506	0.35656609	0.088112	0.11903963	0.45045224	0.46091036	0.49583129	0.12812888	0.4139268	0.11572227	0.08621017	0.36479869	0.13795354	0.29418229	0.09904745	0.09409792	0.13530879	0.07409914	0.16163452	0.09808034	0.18712959	0.06341689	0.11912403	0.11166172	0.12417122	0.09625805	0.1101786	0.31126817	0.23820915	0.36423224	0.0	0.21235624	0.18026325	0.09500598	0.09431143	0.11291867	0.12455057	0.12803466	0.09661298	0.08507305	0.16395817	0.17780129	0.09829756
SRR521254	0.18105916	0.17920429	0.22729143	0.31467719	0.19516127	0.29846541	0.32624806	0.18267553	0.22673246	0.17615631	0.32587474	0.49204991	0.26807725	0.21766758	0.20944386	0.23027455	0.18446833	0.20013126	0.27580844	0.40081092	0.27617661	0.34242597	0.20925148	0.22158569	0.17832478	0.27174888	0.27313733	0.27447172	0.28985032	0.27895065	0.22818985	0.27159979	0.24625454	0.23200928	0.24618316	0.41432153	0.25714132	0.4076321	0.23182442	0.22836392	0.24439457	0.2839633	0.45285314	0.24669892	0.36103627	0.17984252	0.2902853	0.29493592	0.38342224	0.3229698	0.29263687	0.23581944	0.27031411	0.36917008	0.38617732	0.41872981	0.28209884	0.3036626	0.27583309	0.21236091	0.25098293	0.30675336	0.19666085	0.18321985	0.2437958	0.28804533	0.24333052	0.3111266	0.17265134	0.14039621	0.23048113	0.26951451	0.18684984	0.19635414	0.19006085	0.24994622	0.22449209	0.18209173	0.2640161	0.21235624	0.0	0.16518569	0.19948032	0.17001043	0.24148097	0.26564621	0.26217898	0.25468306	0.23318893	0.13050601	0.13382651	0.24347924
SRR521255	0.23851765	0.24723112	0.28641212	0.3808479	0.22289036	0.35814374	0.39415305	0.245369	0.30040271	0.22419834	0.38817335	0.58069946	0.3326223	0.28461173	0.24106601	0.30193268	0.25724092	0.19308775	0.34682387	0.45691361	0.34211226	0.4100468	0.23410521	0.29513524	0.21843665	0.33102573	0.3376429	0.34052321	0.34646057	0.34289056	0.29274472	0.24173036	0.22623379	0.28527123	0.20186999	0.4694899	0.21897361	0.47102849	0.19544003	0.18931879	0.31350562	0.33331239	0.48876293	0.28126183	0.42550264	0.15241795	0.28198627	0.34589659	0.42466589	0.39745337	0.33050188	0.19228847	0.2306238	0.43938369	0.44619763	0.48408784	0.23620285	0.35004191	0.23186202	0.19689166	0.27743542	0.23356285	0.20074496	0.13328262	0.19410917	0.25076444	0.21148307	0.27999135	0.14505565	0.10053768	0.1942707	0.24705188	0.14519495	0.12799293	0.14540156	0.22209917	0.22551418	0.2293189	0.26105013	0.18026325	0.16518569	0.0	0.13242247	0.16705366	0.21770418	0.24389888	0.24096159	0.22513755	0.2075369	0.1382407	0.14015358	0.23047811
SRR521256	0.25566032	0.25908781	0.30134769	0.40022401	0.23857467	0.37467583	0.41102388	0.25834851	0.31049998	0.24287411	0.4072899	0.59729409	0.34479135	0.30097918	0.25257232	0.31545233	0.27104913	0.20399568	0.36315622	0.48262486	0.35660051	0.42967415	0.21170452	0.30570309	0.23476374	0.35090912	0.35344993	0.35832712	0.36637674	0.36161567	0.31139503	0.15028597	0.13474594	0.29391812	0.12165964	0.48635285	0.13445542	0.48846182	0.11482442	0.10623066	0.32616445	0.34829066	0.51243224	0.30291476	0.44057971	0.11094446	0.1906189	0.36548404	0.44782282	0.40951034	0.35176883	0.1171987	0.14558559	0.4553424	0.46405922	0.50239971	0.15694336	0.42055188	0.14103219	0.11347847	0.36225817	0.1501773	0.27449371	0.07915299	0.11591692	0.16288051	0.12750726	0.18702838	0.0979534	0.18973801	0.11185521	0.15223345	0.07161142	0.09756488	0.07850787	0.13465848	0.31636403	0.24567749	0.3348678	0.09500598	0.19948032	0.13242247	0.0	0.09798479	0.12808415	0.15035757	0.15009016	0.13631534	0.12245709	0.15882325	0.16465065	0.13898552
SRR521257	0.25432571	0.2541316	0.2981874	0.38477444	0.22836204	0.36874068	0.40086011	0.25322434	0.30754975	0.23967584	0.40302869	0.58168446	0.33940026	0.29503483	0.25109673	0.3051374	0.26142336	0.21885167	0.35346693	0.47507005	0.35311652	0.4191629	0.20932645	0.30036074	0.22605255	0.34499643	0.34892002	0.35367943	0.36096671	0.34855958	0.302219	0.15272162	0.13183375	0.30483115	0.12949293	0.48601008	0.14011967	0.48172929	0.11603003	0.11310877	0.3264096	0.35261407	0.51746987	0.31080293	0.42794616	0.08214703	0.18582087	0.36765729	0.45029499	0.40346059	0.3583985	0.12524963	0.14511816	0.44564189	0.45842667	0.49440382	0.15998681	0.41237381	0.14749564	0.09722774	0.34225804	0.17061571	0.28261884	0.09027532	0.11713909	0.15908958	0.12145835	0.19070465	0.07072579	0.17905834	0.11945308	0.15092478	0.11470133	0.11483331	0.07067484	0.13348343	0.30672374	0.23778254	0.34717207	0.09431143	0.17001043	0.16705366	0.09798479	0.0	0.11791926	0.14998618	0.14584607	0.13443935	0.11593128	0.14672702	0.14804514	0.13666915
SRR521258	0.29103945	0.29387864	0.3436477	0.43075772	0.26319748	0.40969722	0.44720541	0.29063028	0.33722399	0.27620476	0.44688813	0.61779968	0.38382764	0.33196175	0.29002047	0.34456566	0.29273038	0.26232125	0.39253091	0.52225233	0.38803402	0.4570523	0.23780537	0.3376158	0.26694061	0.39158533	0.39328392	0.38690229	0.39684537	0.3960871	0.3392635	0.11395726	0.08557607	0.34505691	0.10226793	0.53273006	0.10106859	0.52902057	0.09150007	0.09155643	0.36685498	0.39849413	0.56411755	0.36046075	0.48347604	0.13661659	0.12241867	0.41621835	0.50095995	0.44508695	0.40588962	0.10003503	0.1102815	0.49798971	0.50512763	0.53973136	0.11994565	0.47809843	0.11163392	0.13959606	0.41878238	0.13156993	0.33859466	0.1390787	0.09847555	0.11545194	0.10135173	0.14450051	0.13318991	0.24556232	0.12263762	0.12514784	0.15691749	0.14413479	0.12467832	0.08860653	0.3739645	0.27611978	0.39915891	0.11291867	0.24148097	0.21770418	0.12808415	0.11791926	0.0	0.10474172	0.09951077	0.10909079	0.10041166	0.20550866	0.21853124	0.09675695
SRR521259	0.29095365	0.29164846	0.34128394	0.4271607	0.25710552	0.4053645	0.44154217	0.2805574	0.32357907	0.27074318	0.44894935	0.6374222	0.3769079	0.32694221	0.28183767	0.34436966	0.2955164	0.26402251	0.38713411	0.52506443	0.38214434	0.46152954	0.23441119	0.33062726	0.26176249	0.38373411	0.37991868	0.38701403	0.39881899	0.39240782	0.3378551	0.05512556	0.05981495	0.34568447	0.09496861	0.53452838	0.08097757	0.53626535	0.09740139	0.10047545	0.37919598	0.39714261	0.56638633	0.35853263	0.49765594	0.16586497	0.07972693	0.41998823	0.49911875	0.45185213	0.3984747	0.09357173	0.0729559	0.50994461	0.49459993	0.53748006	0.06581077	0.50343431	0.06835214	0.13464602	0.44471184	0.10277473	0.3656424	0.1632044	0.10832033	0.06803642	0.09117991	0.07687791	0.16770499	0.2657137	0.10676498	0.0577961	0.16588275	0.18217057	0.163865	0.08104507	0.39659486	0.2707354	0.43025023	0.12455057	0.26564621	0.24389888	0.15035757	0.14998618	0.10474172	0.0	0.05874189	0.07117223	0.08924414	0.22230208	0.2493185	0.07877809
SRR521260	0.29367358	0.28721485	0.33931943	0.43444061	0.26537201	0.40671441	0.43798562	0.28819171	0.33490422	0.27090433	0.44548838	0.63859307	0.37610943	0.33090248	0.28580116	0.34121455	0.28922165	0.26759608	0.39033196	0.52279316	0.38673435	0.47219767	0.24124264	0.34300573	0.26908356	0.38475994	0.39099017	0.38864804	0.39822856	0.38693451	0.33688377	0.06500039	0.05953024	0.34687282	0.1016215	0.53878875	0.07684478	0.5382756	0.09944364	0.10697782	0.37053229	0.39663196	0.57446502	0.36562438	0.48921711	0.16097886	0.08765516	0.4181735	0.50454438	0.44818284	0.40825781	0.10090334	0.07660957	0.50256442	0.50352142	0.54579377	0.07699206	0.50322106	0.06368389	0.13894343	0.43933871	0.11377118	0.37139729	0.16433727	0.10447872	0.06941711	0.09091164	0.09010576	0.16044204	0.26334121	0.11701483	0.05487055	0.17050882	0.17733208	0.15434581	0.06893862	0.39351637	0.27059519	0.42999088	0.12803466	0.26217898	0.24096159	0.15009016	0.14584607	0.09951077	0.05874189	0.0	0.06903734	0.08298491	0.23413921	0.24700751	0.08066046
SRR521261	0.30178942	0.29697635	0.34960811	0.44078961	0.27278263	0.41463083	0.45074106	0.30092121	0.35300448	0.28233011	0.45353886	0.64913903	0.38757173	0.3377658	0.30011806	0.35772651	0.30919901	0.26943126	0.3983667	0.53704062	0.40329147	0.47415665	0.25442368	0.34967163	0.27107412	0.3910032	0.40071625	0.39775548	0.41446292	0.39731397	0.34893321	0.07065551	0.06544904	0.3548767	0.07381866	0.53949053	0.07157486	0.53854884	0.07239034	0.0772869	0.37687309	0.40858706	0.56810298	0.36199116	0.48866079	0.13506308	0.11148732	0.43199112	0.50750042	0.45247376	0.40276781	0.07418464	0.06540831	0.5010549	0.5117095	0.54435343	0.07833548	0.48055414	0.05368873	0.11240785	0.42232205	0.10418166	0.35509119	0.14154951	0.08212904	0.08142357	0.07910268	0.10109178	0.13977576	0.23934997	0.11168767	0.06075621	0.1552479	0.17489822	0.13716229	0.07331984	0.37135691	0.28340149	0.4165923	0.09661298	0.25468306	0.22513755	0.13631534	0.13443935	0.10909079	0.07117223	0.06903734	0.0	0.05541079	0.21324551	0.22636501	0.09105678
SRR521262	0.29261687	0.28642892	0.334827	0.42753346	0.26385748	0.40209052	0.43674085	0.2874412	0.34166475	0.27330358	0.44578227	0.6379085	0.37333922	0.32996633	0.29052923	0.34706054	0.30138434	0.25354575	0.38629757	0.51967439	0.38628982	0.46113396	0.24866943	0.3403922	0.26006849	0.37561781	0.38813518	0.39062659	0.39722099	0.38611778	0.33623692	0.09013616	0.07701351	0.34401345	0.07403459	0.52239598	0.09172047	0.52211909	0.06241801	0.07165207	0.36480502	0.39385783	0.55107667	0.34787893	0.47899346	0.11843609	0.13200707	0.41623887	0.48895305	0.44348669	0.38871478	0.06784441	0.07550128	0.48525417	0.49664871	0.52855652	0.09246283	0.45326463	0.0717353	0.10157652	0.3935778	0.11614531	0.33192338	0.1251643	0.06591539	0.1033345	0.06356359	0.12727349	0.11972771	0.2182082	0.09751654	0.08119068	0.14774019	0.16017171	0.11761064	0.07751837	0.34769322	0.27430196	0.40433261	0.08507305	0.23318893	0.2075369	0.12245709	0.11593128	0.10041166	0.08924414	0.08298491	0.05541079	0.0	0.18778866	0.1962544	0.08517849
SRR521263	0.18524739	0.18727826	0.22623168	0.31182576	0.1642868	0.29391376	0.33090857	0.1777829	0.23015619	0.1676638	0.33124097	0.51729908	0.26698412	0.22603489	0.18481229	0.23826676	0.1986714	0.14163289	0.28335151	0.40229695	0.27385636	0.34121804	0.18701477	0.2333067	0.16183395	0.27034995	0.27138102	0.28418039	0.28034391	0.28043898	0.23359438	0.230642	0.21339295	0.23659379	0.20499175	0.41123938	0.22116077	0.41418299	0.18955007	0.19233119	0.26444582	0.28035081	0.43634689	0.23159853	0.37139616	0.14713147	0.27377763	0.29872155	0.37093391	0.34010065	0.27822064	0.19797407	0.2185934	0.38194191	0.38468835	0.42365288	0.22417461	0.31757929	0.22382268	0.19356164	0.27432652	0.23818763	0.19993694	0.13009834	0.19275261	0.2392464	0.19759687	0.26185571	0.14083021	0.13509158	0.18197702	0.23843748	0.15003455	0.16399583	0.14307498	0.22442465	0.23427378	0.17399516	0.26527341	0.16395817	0.13050601	0.1382407	0.15882325	0.14672702	0.20550866	0.22230208	0.23413921	0.21324551	0.18778866	0.0	0.08064084	0.22256027
SRR521264	0.20217403	0.20414412	0.24772248	0.33852386	0.1739536	0.3199896	0.34890041	0.2095832	0.26293693	0.19487172	0.35617851	0.53941548	0.29173764	0.23865297	0.20986325	0.26599794	0.22321278	0.16714431	0.29542363	0.42386349	0.30313064	0.36979504	0.20686537	0.25433606	0.17769017	0.28509865	0.30007682	0.29637269	0.31254135	0.30257414	0.2457402	0.24854002	0.22980681	0.25936357	0.21779889	0.42993248	0.23282965	0.42762045	0.20753799	0.20975235	0.27972006	0.30235233	0.45832195	0.25360589	0.38556942	0.15740641	0.28452719	0.32534671	0.39395469	0.35913483	0.30118252	0.21434051	0.23400722	0.39716997	0.40485291	0.43704484	0.24448591	0.32437241	0.24194772	0.18964482	0.26626432	0.25177937	0.22542398	0.12766344	0.18115343	0.25578302	0.21312151	0.28751985	0.13106353	0.14594952	0.20041376	0.249141	0.15934997	0.17775515	0.1282563	0.22946265	0.24365052	0.18928996	0.28523359	0.17780129	0.13382651	0.14015358	0.16465065	0.14804514	0.21853124	0.2493185	0.24700751	0.22636501	0.1962544	0.08064084	0.0	0.23388439
SRR521265	0.27419846	0.27000279	0.32190055	0.42175805	0.23957333	0.39789805	0.4282428	0.27223483	0.31553044	0.25733805	0.4245912	0.61604893	0.36631587	0.30393748	0.26258564	0.33254193	0.27990495	0.24673372	0.36476132	0.50685958	0.37528615	0.45785787	0.21083994	0.32051531	0.25025044	0.36794016	0.37388657	0.36532878	0.38732578	0.38059963	0.31872869	0.08415635	0.0882898	0.32640838	0.10234914	0.51558291	0.11507214	0.52114828	0.09095086	0.0933115	0.34646419	0.379936	0.55493258	0.34869192	0.47266649	0.14719342	0.1022648	0.40139084	0.48397718	0.42094354	0.38252427	0.10076484	0.10820553	0.48021534	0.48401596	0.52214539	0.1028888	0.48006802	0.09983421	0.10473055	0.41402133	0.1262939	0.34637847	0.14979101	0.09915066	0.10130733	0.07947572	0.11854366	0.15273956	0.24368863	0.09771303	0.07720247	0.14919238	0.1689726	0.14624639	0.07466416	0.37142841	0.25024597	0.41364582	0.09829756	0.24347924	0.23047811	0.13898552	0.13666915	0.09675695	0.07877809	0.08066046	0.09105678	0.08517849	0.22256027	0.23388439	0.0
