	EM031.441732	EM032.441683	EM033.441685	EM034.441676	EM035.441593	EM036.441587	EM037.441737	EM038.441649	EM039.441743	EM040.441709	EM042.441674	EM043.441739	EM044.441601	EM046.441741	EM047.441722	EM047.T3.441645	EM049.441600	EM049.T3.441671	EM050.441672	EM052.441625	EM053.441738	EM053.T3.441688	EM054.441707	EM054.T3.441749	EM055.441603	EM055.T3.441626	EM056.441606	EM056.T3.441716	EM057.441605	EM057.T3.441589	EM058.441637	EM059.441715	EM059.T3.441604	EM060.441677	EM060.T3.441729	EM061.441673	EM062.441720	EM063.441621	EM063.T3.441695	EM064.441592	EM065.441667	EM065.T3.441614	EM066.441656	EM066.T3.441647	EM067.441615	EM068.441712	EM069.441700	EM070.441682	EM071.441747	EM071.T3.441734	EM072.441643	EM072.T3.441632	EM073.441594	EM073.T3.441721	EM074.441596	EM075.441644	EM076.441622	EM077.441646	EM077.T3.441639	EM078.441658	EM079.441724	EM080.441727	EM081.441618	EM082.441607	EM082.T3.441751	EM083.441666	EM083.T3.441744	EM084.441599	EM085.441675	EM086.441698	EM086.T3.441746	EM087.441726	EM088.441638	EM089.441742	EM089.T3.441624	EM090.441664	EM090.T3.441662	EM091.441686	EM092.441616	EM093.441602	EM093.T3.441670	EM094.441640	EM094.T3.441588	EM095.441717	EM095.T3.441590	EM096.441706	EM098.441733	EM098.T3.441740	EM099.441708	EM100.441714	EM100.T3.441627	EM101.441623	EM102.441633	EM103.441691	EM105.441629	EM106.441745	EM107.441620	EM108.441694	EM109.441669	EM110.441723	EM111.441634	EM112.441630	EM113.441619	EM114.441710	EM115.441641	EM116.441657	EM117.441609	EM118.441693	EM122.441699	EM123.441687	EM124.441697	EM125.441659	EM126.441679	EM129.441689	EM130.441701	EM131.441591	EM132.441696	EM133.441663	EM134.441735	EM135.441660	EM136.441650	EM137.441680	EM138.441753	EM139.441611	EM140.441608	EM141.441684	EM142.441711	EM144.441736	EM145.441690	EM146.441718	EM147.441617	EM148.441631	EM149.441655	EM150.441648	EM151.441595	EM152.441730	EM155.441678	EM156.441613	EM158.441731	EM159.441719	EM160.441703	EM162.441728	EM163.441642	EM165.441597	EM166.441748	EM167.441702	EM168.441668	EM169.441653	EM170.441651	EM173.441754	EM174.441652	EM178.441705	EM179.441612	EM180.441692	EM182.441681	EM183.441654	EM209.441665	EM222.441725	EMC01.441661	EMC02.441750	EMC03.441713	EMC04.441704	EMC05.441628	EMC06.441610	EMC07.441636	EMC08.441752	EMC09.441635
EM105.441629	0.31483558	0.4810637	0.30503821	0.30887062	0.20379654	0.31990571	0.26363755	0.39927167	0.33599316	0.42061899	0.42548768	0.46236601	0.41091934	0.50034546	0.49657229	0.30608359	0.2974313	0.27753727	0.44573041	0.30693671	0.3870943	0.60269159	0.39833245	0.36076293	0.43025993	0.40304937	0.36655477	0.4452779	0.2101303	0.75180197	0.3136667	0.26756179	0.35404432	0.32718268	0.25515262	0.3360474	0.32594426	0.38921546	0.35167661	0.31030061	0.25768099	0.24554739	0.44469885	0.37802918	0.34903379	0.42784089	0.42785752	0.20507443	0.42416856	0.32780257	0.46330585	0.57730161	0.38956388	0.32520229	0.54072138	0.29731084	0.46124878	0.38139383	0.36771384	0.35719166	0.29697108	0.33113593	0.55571614	0.58142233	0.47497446	0.39561717	0.41628196	0.26628196	0.39006695	0.35023556	0.34364085	0.23610819	0.42934556	0.38391056	0.47658729	0.3371411	0.29091911	0.4911667	0.44022112	0.37060841	0.33965231	0.31568249	0.27411665	0.54664431	0.35063626	0.29870054	0.38996834	0.29931487	0.36103481	0.52010996	0.46772981	0.37330819	0.23257322	0.31739379	0.0	0.48536034	0.68039328	0.34085136	0.36103639	0.42950733	0.36555868	0.46763078	0.26172948	0.45320091	0.35863586	0.42322078	0.35876881	0.60253401	0.4535114	0.3284111	0.46256305	0.2485011	0.41892133	0.2792176	0.4246849	0.3772213	0.47133604	0.26068988	0.33814166	0.33167046	0.35853874	0.42665168	0.32409742	0.32608154	0.31026864	0.38607369	0.27357126	0.36809517	0.32914869	0.28996499	0.62004585	0.27699616	0.28438309	0.30629882	0.34709341	0.27127902	0.25951833	0.3123571	0.24329804	0.44888102	0.3983928	0.26899504	0.321369	0.3070638	0.30453869	0.27943072	0.29095159	0.30279742	0.33230959	0.31568932	0.44479141	0.31502028	0.52808903	0.34425423	0.45614684	0.28579987	0.44385265	0.28338868	0.26027767	0.3295177	0.36997632	0.31132905	0.46410283	0.44804618	0.30494817	0.31237561	0.45465799
EM106.441745	0.4736701	0.63187974	0.48247421	0.41624208	0.43217818	0.50893557	0.43350597	0.43118761	0.47645234	0.36176925	0.59436026	0.56146495	0.39254478	0.19996728	0.55403775	0.51157095	0.5454704	0.51965609	0.47992177	0.31092475	0.5500236	0.61085421	0.46068167	0.43379135	0.51195871	0.47137657	0.25147645	0.23839248	0.46950712	0.84653289	0.49439022	0.38903941	0.4022677	0.39802878	0.46447264	0.54191634	0.32662964	0.60945392	0.56094013	0.48059375	0.40551757	0.41392311	0.20108037	0.2680829	0.39752701	0.47749177	0.4704419	0.47456063	0.48222422	0.45112315	0.56139781	0.63570915	0.42503096	0.44980501	0.56311172	0.5516579	0.47319466	0.27952951	0.31750358	0.49023234	0.48866658	0.49147229	0.69275582	0.60315855	0.52193498	0.50207595	0.4934225	0.44649704	0.48217425	0.42329578	0.39210921	0.41183197	0.33925574	0.45595712	0.61477753	0.51808654	0.49946613	0.6336001	0.36081052	0.49466731	0.31022819	0.48383947	0.49896625	0.60149919	0.31869072	0.51635936	0.42289016	0.46375127	0.53628489	0.611901	0.54061421	0.43543181	0.4791115	0.46706587	0.48536034	0.0	0.67938708	0.40267014	0.49809615	0.28127879	0.39848882	0.48790996	0.55356884	0.45869465	0.40458768	0.56930074	0.42892215	0.71543733	0.6060098	0.47125366	0.67486851	0.40699288	0.43574851	0.41674052	0.34428834	0.47098104	0.5065425	0.428557	0.30598252	0.43168318	0.46307742	0.47704008	0.51318392	0.40552254	0.42692834	0.48776827	0.46973296	0.31884291	0.54057575	0.52414071	0.61239129	0.4070258	0.50253473	0.3976366	0.46704331	0.43185784	0.43612965	0.4645842	0.44635892	0.58974028	0.5467508	0.43605472	0.53001016	0.4305717	0.39790183	0.4439575	0.45469163	0.42133156	0.39226611	0.44366728	0.43785251	0.41996664	0.50317349	0.53533431	0.42492784	0.49908939	0.48937403	0.48899888	0.52567541	0.53676466	0.30127802	0.52675129	0.61707815	0.62526252	0.51592775	0.36239013	0.62661245
EM107.441620	0.68942366	0.44087438	0.66958465	0.7429988	0.6466741	0.63047117	0.71863351	0.53266851	0.6230829	0.78215079	0.50288646	0.55485429	0.53011204	0.68791174	0.90810619	0.66738651	0.61384766	0.64900893	0.84215271	0.62976263	0.70418476	1.00534401	0.77755773	0.76136003	0.44338653	0.50632935	0.65093447	0.677815	0.62599204	0.42170353	0.56754776	0.70870649	0.73451932	0.73554934	0.55051964	0.6700944	0.63633374	0.47239248	0.49054521	0.49956009	0.65814341	0.64646685	0.70271257	0.63478476	0.72121687	0.83741365	0.83559506	0.61442897	0.49177558	0.73085057	0.46170975	0.41917985	0.7650482	0.72648267	0.43088036	0.51672922	0.83650194	0.66505637	0.6603344	0.58940308	0.6716639	0.61266977	0.36479586	0.99447649	0.91179016	0.74828143	0.75928144	0.66107226	0.49485711	0.59448424	0.59491917	0.59866503	0.8201359	0.58798306	0.45143631	0.6742485	0.69271191	0.45582138	0.5614105	0.56879597	0.71218049	0.70760513	0.67857399	0.37007807	0.5984303	0.67365886	0.79260418	0.68670157	0.59728283	0.38822008	0.41715871	0.54014225	0.64870124	0.54328973	0.68039328	0.67938708	0.0	0.5301594	0.50697433	0.79560207	0.7433366	0.8105293	0.61165436	0.85991199	0.76361622	0.471387	0.77976069	0.39548953	0.62245992	0.69180168	0.48827687	0.63932924	0.79731655	0.63052494	0.78001424	0.76065788	0.9043193	0.67992406	0.64567888	0.7386318	0.8338145	0.85021788	0.5976514	0.7687428	0.74740024	0.72992391	0.6444738	0.66810659	0.59000207	0.63118025	1.00789827	0.72428508	0.55746875	0.71274754	0.59971721	0.65669424	0.68116857	0.54403574	0.68521172	0.4839696	0.56228566	0.61094172	0.52475718	0.7028465	0.69723825	0.65133546	0.58083291	0.70319852	0.71594065	0.6793254	0.80298459	0.60632562	0.89323371	0.58749877	0.8139233	0.60463931	0.88406253	0.57527258	0.60318687	0.56026322	0.5813223	0.63906287	0.46070639	0.46207566	0.54909525	0.64808281	0.42668893
EM108.441694	0.3399576	0.45195328	0.29841077	0.35985278	0.28302844	0.27250929	0.33090415	0.33558833	0.3017724	0.44045033	0.42708448	0.38109505	0.34902056	0.45805004	0.53261851	0.40833115	0.33124346	0.30159349	0.46558227	0.29083291	0.37831026	0.60512459	0.39700855	0.36807109	0.33688785	0.28009607	0.31686547	0.41139718	0.28243194	0.70635667	0.28492666	0.31422845	0.39184962	0.34805288	0.25543872	0.3327246	0.34881468	0.41114562	0.34432779	0.28500581	0.34513245	0.32029293	0.44349493	0.36546292	0.35343063	0.47266913	0.44408604	0.26370145	0.37384486	0.34567275	0.41082783	0.52062409	0.42491716	0.36899841	0.50409574	0.33601484	0.47151394	0.34532599	0.26649128	0.25767492	0.3281987	0.26664203	0.54553142	0.62064735	0.52904054	0.43355853	0.44190186	0.28620224	0.28706535	0.30710792	0.29821237	0.23661973	0.44567138	0.35906434	0.46850935	0.32774574	0.33515421	0.4591107	0.34992068	0.32182075	0.38000639	0.34194191	0.32504529	0.47568983	0.32762884	0.32447036	0.38095496	0.29188379	0.33318789	0.42585828	0.37169393	0.31307151	0.28324006	0.22902231	0.34085136	0.40267014	0.5301594	0.0	0.32876111	0.42516943	0.39694214	0.51730388	0.3312586	0.46799937	0.3905571	0.37412822	0.38504823	0.57580045	0.43151074	0.41211444	0.49990707	0.26730208	0.43360337	0.25150392	0.3951799	0.40638468	0.49918452	0.31052092	0.33139706	0.37291232	0.42714192	0.4468057	0.33793988	0.37910864	0.39800446	0.39148127	0.2642435	0.36209199	0.32456435	0.34977701	0.64081747	0.33515888	0.29083099	0.32877906	0.32033003	0.3054134	0.36359081	0.2977888	0.2937489	0.40800952	0.34426318	0.30511612	0.30809548	0.3107794	0.35793633	0.31472696	0.27686457	0.30821356	0.34031203	0.32824218	0.46317325	0.33736284	0.52553067	0.33055493	0.44187608	0.29922051	0.48553033	0.27776268	0.32545153	0.32759836	0.33366408	0.29866831	0.45963195	0.47071752	0.29706049	0.34589075	0.42685129
EM109.441669	0.39184677	0.35729435	0.32408602	0.41247389	0.34484947	0.29835944	0.38076962	0.26789694	0.30217157	0.45710384	0.33173631	0.29195194	0.29603359	0.50417955	0.6359003	0.46716856	0.27679637	0.29406326	0.52208254	0.30872124	0.39289513	0.68502106	0.44650924	0.43530114	0.27948772	0.28801614	0.37682466	0.44380597	0.29185705	0.59759832	0.27411037	0.37244554	0.47083289	0.42167889	0.26420401	0.33146271	0.30162081	0.27751797	0.23471614	0.22301414	0.37984594	0.3650917	0.46487832	0.38142523	0.42638278	0.5222574	0.51353351	0.29516292	0.26499657	0.40248578	0.3364592	0.42532766	0.45380213	0.39146052	0.37467705	0.27766381	0.51239489	0.36265722	0.38758067	0.30886623	0.35090081	0.30037452	0.43205989	0.68164962	0.59640955	0.44834436	0.47004141	0.35937299	0.31407218	0.33416841	0.32822536	0.31605228	0.46778857	0.32875107	0.35149758	0.35170877	0.33405598	0.33282281	0.35833159	0.24499038	0.35834956	0.39050408	0.34930028	0.38998432	0.38652113	0.34835417	0.47176301	0.35163516	0.2907225	0.39264835	0.35155316	0.33000292	0.29698921	0.26279952	0.36103639	0.49809615	0.50697433	0.32876111	0.0	0.44113678	0.44210403	0.58144601	0.29384987	0.55201728	0.44512357	0.29399977	0.46800056	0.51427986	0.35406663	0.39601393	0.35328312	0.34344339	0.47087664	0.33320177	0.44679135	0.43465931	0.57924673	0.34975755	0.32954047	0.41318215	0.50058783	0.54030659	0.33176419	0.44606445	0.45705631	0.39841616	0.31904085	0.37812146	0.24297342	0.31268638	0.70413734	0.40849239	0.24879144	0.38543317	0.28268008	0.37096669	0.40206572	0.26438067	0.33044367	0.26583139	0.24826513	0.30033803	0.22686707	0.35410971	0.35749702	0.36482213	0.29848934	0.37537025	0.39510222	0.35021399	0.52496532	0.29155441	0.56759292	0.27300876	0.52020707	0.31170476	0.55643224	0.28935971	0.2767264	0.25216547	0.36491871	0.30762762	0.3856799	0.35146157	0.27438878	0.39448094	0.33098392
EM110.441723	0.39582151	0.62425321	0.39138482	0.31163985	0.36626669	0.43494154	0.32523014	0.44341922	0.42481085	0.3199165	0.57419127	0.5362118	0.42205773	0.32601679	0.42191344	0.50796354	0.45707545	0.42565164	0.392613	0.33320904	0.46512449	0.43069802	0.37244356	0.3564862	0.54691562	0.51997092	0.26242506	0.29196181	0.40114443	0.89162132	0.42966367	0.31250442	0.32483835	0.31490939	0.46211767	0.44505165	0.33987943	0.57081769	0.51012198	0.46685258	0.40330872	0.384689	0.30678416	0.33984595	0.3416766	0.32055816	0.30832415	0.40827672	0.53066507	0.36748652	0.60033598	0.70075416	0.33291613	0.3589919	0.61193109	0.53310503	0.38076169	0.23035634	0.32073847	0.46559049	0.39578279	0.40578326	0.71529369	0.44900512	0.36844357	0.43151712	0.42938385	0.38037551	0.52808384	0.44751203	0.43147852	0.40571972	0.17911865	0.41725837	0.59219312	0.42283551	0.395199	0.58701203	0.44731387	0.4182825	0.23967938	0.40521812	0.42438764	0.67767956	0.40866353	0.42481693	0.29026949	0.36545636	0.4604145	0.66521529	0.62295198	0.45712066	0.38610705	0.42983978	0.42950733	0.28127879	0.79560207	0.42516943	0.44113678	0.0	0.30064291	0.40576817	0.45434389	0.32287474	0.28864463	0.51841653	0.30856822	0.76066714	0.57226063	0.41523407	0.64184556	0.32916025	0.34390266	0.36811955	0.24726727	0.37938057	0.33078889	0.33385251	0.31683303	0.34650773	0.28805247	0.33968711	0.45306921	0.29062987	0.36442711	0.40532462	0.37299731	0.31451238	0.44828574	0.44957102	0.46556744	0.33690735	0.42839278	0.31865441	0.40594584	0.37550669	0.3843077	0.46207575	0.34982587	0.55179489	0.47869227	0.40890183	0.47983225	0.33482783	0.3213662	0.39658007	0.4391654	0.33508117	0.32414642	0.36399471	0.33488432	0.42151263	0.34457646	0.47411514	0.28081577	0.48066956	0.32568282	0.43378691	0.46106304	0.46776817	0.42203737	0.4171673	0.66404102	0.62575695	0.48530726	0.36586874	0.62496
EM111.441634	0.2907107	0.5849014	0.34898629	0.25384582	0.3151254	0.37648015	0.24500737	0.47182491	0.36965982	0.31811521	0.51416714	0.48951345	0.49073248	0.39457284	0.35816703	0.39502913	0.40764836	0.38080001	0.34271641	0.39035009	0.43606392	0.46873053	0.34019619	0.31297811	0.50934263	0.47906651	0.37002047	0.41548	0.31688	0.82751465	0.3666787	0.22561861	0.2164444	0.27598986	0.4031883	0.39568298	0.38856364	0.51419324	0.43294209	0.40995035	0.24662553	0.25629591	0.39962967	0.44428452	0.30749679	0.23509095	0.21583944	0.33345655	0.5017559	0.31240749	0.57810559	0.67868789	0.23026946	0.29340181	0.63461208	0.48440972	0.338787	0.36572377	0.3762137	0.43460728	0.34113278	0.36979225	0.6767185	0.46779075	0.38337352	0.39635115	0.39121886	0.34185578	0.48895189	0.42733368	0.42746409	0.34602565	0.29884658	0.42083402	0.53378089	0.36702112	0.33949485	0.52962554	0.51438602	0.42062295	0.32024871	0.34403869	0.36301463	0.63918805	0.43360022	0.382237	0.26522752	0.31111631	0.40351261	0.63130474	0.58523253	0.41153191	0.32235896	0.34623819	0.36555868	0.39848882	0.7433366	0.39694214	0.44210403	0.30064291	0.0	0.39321256	0.41706624	0.34353463	0.08883488	0.47134204	0.24604069	0.70465901	0.49078684	0.27003158	0.57139049	0.24200974	0.28811435	0.3303568	0.2518913	0.32053548	0.34998352	0.25358238	0.36821652	0.22660848	0.27247606	0.3556493	0.4072626	0.20649126	0.30914434	0.35417911	0.28634642	0.38265003	0.39102789	0.37136681	0.47281949	0.2258603	0.37518323	0.2398193	0.37542767	0.2496813	0.28799511	0.3897162	0.28612122	0.51666276	0.43448194	0.37005586	0.42040248	0.2532774	0.23095553	0.33922668	0.35445883	0.28524196	0.22789933	0.3259922	0.24394341	0.40463914	0.34938137	0.43620895	0.29888884	0.36895561	0.35419563	0.40661356	0.41124555	0.40087676	0.45397898	0.37623533	0.60296041	0.57401688	0.40389953	0.35728819	0.56772455
EM112.441630	0.52533408	0.6804605	0.51903361	0.43498968	0.45012618	0.55401961	0.44625371	0.56444783	0.55114114	0.49732453	0.6108379	0.63096767	0.58667914	0.48999004	0.34334647	0.51695803	0.5629696	0.53047615	0.42167647	0.51072269	0.56380396	0.53950443	0.51659521	0.49163449	0.63953037	0.60994315	0.48305241	0.51779866	0.48672512	0.89352345	0.53572044	0.40727661	0.29170128	0.47120118	0.51125786	0.55379486	0.51961678	0.63259786	0.58901423	0.55034513	0.44315697	0.43344639	0.48964151	0.53055652	0.44316309	0.37697593	0.37069986	0.47702233	0.6044526	0.48752123	0.64367563	0.75016189	0.4670575	0.49342499	0.70916724	0.59190396	0.47389358	0.48431315	0.48879352	0.54703254	0.47135678	0.52622181	0.74094656	0.51142921	0.4507129	0.55428339	0.54993284	0.49381664	0.57282233	0.556142	0.53660299	0.47033807	0.43900226	0.54856766	0.64719883	0.52051342	0.49922365	0.70001052	0.59476914	0.57699837	0.49344039	0.54067259	0.54596013	0.67374803	0.49823676	0.52070884	0.3613113	0.43460641	0.55359847	0.7016617	0.65875795	0.55902099	0.47207108	0.52353703	0.46763078	0.48790996	0.8105293	0.51730388	0.58144601	0.40576817	0.39321256	0.0	0.57841016	0.41006145	0.3763803	0.56456058	0.35155349	0.80145435	0.6163185	0.48789838	0.68584603	0.4541553	0.43920005	0.46802604	0.43603618	0.50712628	0.44017322	0.4492876	0.48491536	0.42431712	0.38252948	0.3351922	0.514376	0.36809216	0.42700446	0.53969117	0.46410204	0.44136665	0.56831347	0.55198455	0.51498867	0.44425408	0.55017247	0.36298238	0.53825975	0.43122274	0.36559371	0.51414442	0.42473224	0.64437892	0.55834424	0.39831486	0.51213896	0.41878682	0.42192791	0.38335468	0.49339253	0.44071524	0.41399991	0.4770595	0.42172881	0.54866412	0.44381899	0.49916169	0.40940996	0.50722703	0.42649355	0.51631286	0.48085103	0.56739634	0.55916626	0.54201195	0.68637639	0.67594226	0.54543457	0.35505701	0.65990795
EM113.441619	0.32576	0.43229168	0.29953781	0.37055856	0.27463778	0.26341725	0.29725547	0.35632275	0.29733476	0.43079129	0.39977392	0.35034017	0.38243338	0.56761242	0.58802897	0.40991721	0.25670798	0.27777417	0.48077651	0.37077653	0.3573519	0.62096973	0.41252167	0.38241923	0.36886233	0.35259995	0.41488829	0.49687834	0.26954168	0.67998453	0.2489929	0.33449399	0.42773686	0.35994682	0.27929924	0.30652882	0.3602257	0.33604812	0.29477781	0.27954373	0.36885167	0.31403597	0.51253905	0.42717434	0.41351955	0.49918251	0.47017454	0.24758891	0.38288802	0.34161381	0.42804785	0.53783469	0.40535616	0.34457785	0.47941334	0.2685153	0.48563584	0.41760513	0.4188639	0.3207933	0.30623772	0.29999201	0.49014954	0.62375997	0.49070362	0.39920997	0.41600016	0.32036836	0.36099103	0.37566934	0.36008083	0.31344711	0.44489566	0.35807806	0.41903469	0.30672432	0.30431187	0.36950336	0.42333396	0.27900403	0.37962697	0.33535985	0.29057509	0.50973075	0.42355752	0.27310636	0.42366506	0.32346461	0.29004365	0.48656106	0.43896335	0.35874523	0.25606828	0.30979573	0.26172948	0.55356884	0.61165436	0.3312586	0.29384987	0.45434389	0.41706624	0.57841016	0.0	0.52788333	0.42111062	0.36757068	0.40371827	0.55831911	0.38396284	0.3678169	0.44811621	0.28915594	0.44109205	0.31943998	0.47539084	0.3919331	0.50093136	0.29893404	0.37289796	0.40380218	0.39510874	0.4877002	0.31878096	0.40668672	0.4099472	0.38452141	0.28599094	0.42544295	0.24741437	0.27498737	0.67358981	0.34275764	0.23657095	0.36553212	0.35716287	0.3391632	0.35320563	0.31645948	0.26605004	0.38172282	0.30609564	0.34334606	0.26996598	0.33061186	0.36544233	0.36064702	0.31269273	0.31799346	0.38564505	0.34307486	0.49831991	0.31612268	0.54201027	0.32986753	0.50833204	0.33497535	0.47522269	0.26923514	0.27112085	0.2679413	0.41525254	0.25190671	0.43525155	0.42867024	0.26827913	0.40291455	0.43097605
EM114.441710	0.42809675	0.67314115	0.35784084	0.29342297	0.41008495	0.43794058	0.37100762	0.57308614	0.41536279	0.33943414	0.59990779	0.61292208	0.58043317	0.48116581	0.37862064	0.54323138	0.48677071	0.46163442	0.3407586	0.46962992	0.43259935	0.25903734	0.34366278	0.35213748	0.60375784	0.5552848	0.44446758	0.48648943	0.45341781	0.95148924	0.46950273	0.33387628	0.35416143	0.33971863	0.49162817	0.42762899	0.48456469	0.61594869	0.58468918	0.53457556	0.43061454	0.40763784	0.47011562	0.50999503	0.29017996	0.30808034	0.29159815	0.42819654	0.60196461	0.32209528	0.65285862	0.76714464	0.30159865	0.33273184	0.74249413	0.57367973	0.30829909	0.4704371	0.45429709	0.50548385	0.46785983	0.40805858	0.77526305	0.25775716	0.24114563	0.32593274	0.31550585	0.39682499	0.5622906	0.48274475	0.49162294	0.42870512	0.27531919	0.48177027	0.64339796	0.42584385	0.39848658	0.64592259	0.59855029	0.50387318	0.39426924	0.44335774	0.43206788	0.72527208	0.48921503	0.42808261	0.30255799	0.4067044	0.46290092	0.70548075	0.65659392	0.55309872	0.43130915	0.44989044	0.45320091	0.45869465	0.85991199	0.46799937	0.55201728	0.32287474	0.34353463	0.41006145	0.52788333	0.0	0.30264615	0.56831473	0.30672488	0.81652342	0.53074741	0.49919041	0.69062202	0.36736257	0.25249404	0.38989417	0.27504163	0.34969315	0.15078279	0.38085449	0.42745767	0.34087749	0.28271789	0.30643193	0.49208589	0.28491395	0.28379683	0.34770944	0.41551237	0.4768976	0.4763785	0.51894858	0.27597026	0.30102547	0.50908406	0.31577387	0.4755306	0.39311615	0.39015126	0.52334951	0.39213393	0.64215315	0.53924035	0.45978489	0.52525141	0.35099981	0.36711808	0.43577507	0.49432244	0.32717837	0.3149656	0.34019273	0.24422094	0.54915427	0.2094845	0.5333779	0.16908191	0.51184574	0.13627142	0.47719135	0.4927938	0.48138261	0.53743309	0.4283537	0.69529462	0.67269997	0.54725438	0.44905556	0.6616171
EM115.441641	0.30426108	0.59823992	0.34344103	0.24445894	0.31599678	0.37487479	0.24380915	0.47889507	0.36302706	0.31805955	0.52747382	0.50937105	0.49761768	0.40856692	0.33021939	0.40819343	0.41266622	0.37040153	0.33438409	0.40115895	0.43643488	0.43469819	0.32931997	0.29489103	0.52064991	0.48303841	0.38417573	0.42651352	0.32478516	0.84203057	0.37670156	0.20777867	0.21123246	0.27600994	0.39578134	0.3970026	0.40141922	0.51441664	0.44432109	0.42813851	0.25379767	0.26494311	0.41056981	0.45740992	0.29748371	0.21693181	0.185541	0.32731657	0.51777594	0.29684529	0.58073215	0.69365405	0.23421516	0.28965653	0.64961942	0.48423172	0.3273183	0.38071765	0.3714932	0.4370698	0.3380138	0.36322179	0.69372144	0.43554473	0.35235564	0.39398471	0.39868074	0.33202654	0.48904623	0.43533222	0.43345133	0.33766465	0.27475922	0.42564128	0.54914865	0.36176988	0.31593955	0.54641214	0.53197342	0.42566267	0.33430911	0.35303133	0.36809919	0.63415755	0.4334631	0.37178726	0.22684074	0.29989149	0.41560471	0.6339194	0.58940673	0.42752541	0.31980168	0.33067197	0.35863586	0.40458768	0.76361622	0.3905571	0.44512357	0.28864463	0.08883488	0.3763803	0.42111062	0.30264615	0.0	0.47361898	0.22258887	0.70968931	0.49616798	0.2979419	0.58567143	0.24031908	0.26965295	0.32764996	0.24251588	0.31464866	0.32075718	0.24543824	0.37109374	0.20417342	0.2312148	0.32367372	0.40075976	0.1446217	0.29475	0.34079457	0.27645174	0.38902465	0.39688291	0.36967643	0.43551797	0.20409848	0.38039255	0.22048022	0.36672877	0.2406902	0.27830307	0.38322252	0.27736944	0.52739516	0.43824364	0.36421456	0.42153312	0.2327042	0.21612713	0.32697564	0.34303129	0.26732816	0.21175955	0.3054369	0.22352757	0.41174378	0.31032761	0.42572547	0.27252014	0.36152601	0.31895489	0.40656554	0.40564941	0.39875022	0.46656508	0.37612945	0.62248995	0.59104964	0.41657069	0.35167467	0.56976945
EM116.441657	0.46116704	0.3456768	0.41706399	0.4541069	0.41030848	0.40412423	0.44867957	0.38898631	0.41308462	0.53279847	0.28975116	0.38464737	0.4058088	0.58629588	0.64028801	0.53348687	0.37010074	0.40097403	0.56497687	0.43735207	0.4729115	0.69564567	0.51471897	0.49302439	0.32403799	0.38179413	0.47483639	0.5458061	0.37434676	0.56273603	0.35056544	0.43036357	0.47556188	0.47353122	0.36638042	0.42385806	0.44064126	0.3132377	0.27663415	0.32512897	0.43683979	0.40274287	0.55750321	0.49402636	0.48393763	0.52954047	0.52948246	0.36922303	0.34210292	0.46962939	0.36947215	0.44061935	0.51869734	0.47031119	0.41163104	0.34136496	0.57075304	0.45261397	0.45273992	0.3956425	0.43000096	0.37142177	0.43231768	0.68840247	0.6135039	0.52023977	0.53085266	0.42626186	0.38161387	0.4389314	0.43122815	0.40571857	0.55165514	0.43087916	0.34423717	0.42760754	0.43393997	0.35101976	0.47760172	0.35899977	0.46939509	0.43930219	0.43083787	0.37930355	0.4734014	0.41288604	0.50140916	0.40653931	0.37112153	0.38826742	0.34052707	0.40300007	0.3861698	0.36951741	0.42322078	0.56930074	0.471387	0.37412822	0.29399977	0.51841653	0.47134204	0.56456058	0.36757068	0.56831473	0.47361898	0.0	0.49236009	0.50159155	0.44219706	0.48487044	0.35312049	0.3790499	0.51310689	0.41325806	0.52119548	0.51164008	0.59415512	0.41853986	0.41502754	0.47575028	0.52927148	0.56493654	0.3723794	0.4880568	0.50667362	0.48847863	0.36138004	0.46079771	0.35481045	0.39021093	0.69910187	0.4594968	0.35414105	0.42899058	0.40460569	0.41931842	0.45088657	0.3629354	0.3892338	0.30592732	0.3268664	0.38258694	0.29512918	0.40428134	0.44710623	0.3989707	0.37129161	0.42285254	0.43837385	0.4221597	0.56546575	0.40597818	0.59680581	0.35247057	0.54452014	0.39300401	0.58898511	0.35312658	0.34884201	0.35195732	0.46414912	0.40014121	0.40266433	0.37648524	0.33779655	0.46070375	0.32921357
